Year of Date,Month of Date,Measure Names,Site,Measure Values
2005,July,Average NO3 (ppm),Site 08,4.093333333
2005,June,Average NO3 (ppm),Site 08,1.54
2005,May,Average NO3 (ppm),Site 08,0.153333333
2005,December,Average NO3 (ppm),Site 07,1.29
2005,November,Average NO3 (ppm),Site 07,0.553333333
2005,October,Average NO3 (ppm),Site 07,8.8
2005,September,Average NO3 (ppm),Site 07,0.096666667
2005,August,Average NO3 (ppm),Site 07,5.326666667
2005,July,Average NO3 (ppm),Site 07,3.926666667
2005,June,Average NO3 (ppm),Site 07,0.686666667
2005,May,Average NO3 (ppm),Site 07,0.2
2005,December,Average NO3 (ppm),Site 06,0.353333333
2005,November,Average NO3 (ppm),Site 06,0.016666667
2005,October,Average NO3 (ppm),Site 06,0.023333333
2005,September,Average NO3 (ppm),Site 06,0.01
2005,August,Average NO3 (ppm),Site 06,0.016666667
2005,July,Average NO3 (ppm),Site 06,0.003333333
2005,June,Average NO3 (ppm),Site 06,0.096666667
2005,May,Average NO3 (ppm),Site 06,0.13
2005,December,Average NO3 (ppm),Site 05,0.23
2005,November,Average NO3 (ppm),Site 05,0.146666667
2005,October,Average NO3 (ppm),Site 05,0.096666667
2005,September,Average NO3 (ppm),Site 05,0.066666667
2005,August,Average NO3 (ppm),Site 05,0.106666667
2005,July,Average NO3 (ppm),Site 05,0.056666667
2005,June,Average NO3 (ppm),Site 05,0.18
2005,May,Average NO3 (ppm),Site 05,0.053333333
2005,December,Average NO3 (ppm),Site 04,0.223333333
2005,November,Average NO3 (ppm),Site 04,0.29
2005,October,Average NO3 (ppm),Site 04,0.096666667
2005,September,Average NO3 (ppm),Site 04,0.073333333
2005,August,Average NO3 (ppm),Site 04,0.093333333
2005,July,Average NO3 (ppm),Site 04,0.116666667
2005,June,Average NO3 (ppm),Site 04,0.14
2005,May,Average NO3 (ppm),Site 04,0.05
2005,December,Average NO3 (ppm),Site 03,0.076666667
2005,November,Average NO3 (ppm),Site 03,0.13
2005,October,Average NO3 (ppm),Site 03,0.033333333
2005,September,Average NO3 (ppm),Site 03,0.05
2005,August,Average NO3 (ppm),Site 03,0.053333333
2005,July,Average NO3 (ppm),Site 03,0.076666667
2005,June,Average NO3 (ppm),Site 03,0.1
2005,May,Average NO3 (ppm),Site 03,0.033333333
2005,December,Average NO3 (ppm),Site 02,0.05
2005,November,Average NO3 (ppm),Site 02,0.02
2005,October,Average NO3 (ppm),Site 02,0.02
2005,September,Average NO3 (ppm),Site 02,0.013333333
2005,August,Average NO3 (ppm),Site 02,0.013333333
2005,July,Average NO3 (ppm),Site 02,0.026666667
2005,June,Average NO3 (ppm),Site 02,0.03
2005,May,Average NO3 (ppm),Site 02,0
2005,December,Average NO3 (ppm),Site 01,0.003333333
2005,November,Average NO3 (ppm),Site 01,0.003333333
2005,October,Average NO3 (ppm),Site 01,0.016666667
2005,September,Average NO3 (ppm),Site 01,0.013333333
2005,August,Average NO3 (ppm),Site 01,0.016666667
2005,July,Average NO3 (ppm),Site 01,0.036666667
2005,June,Average NO3 (ppm),Site 01,0.006666667
2005,May,Average NO3 (ppm),Site 01,0.006666667
2005,December,Average PO4 (ppm),Site 16,0.013333333
2005,November,Average PO4 (ppm),Site 16,0.013333333
2005,October,Average PO4 (ppm),Site 16,0
2005,September,Average PO4 (ppm),Site 16,0
2005,August,Average PO4 (ppm),Site 16,0.026666667
2005,July,Average PO4 (ppm),Site 16,0.146666667
2005,June,Average PO4 (ppm),Site 16,0.16
2005,December,Average PO4 (ppm),Site 15,0.02
2005,November,Average PO4 (ppm),Site 15,0.023333333
2005,October,Average PO4 (ppm),Site 15,0.003333333
2005,September,Average PO4 (ppm),Site 15,0
2005,August,Average PO4 (ppm),Site 15,0.036666667
2005,July,Average PO4 (ppm),Site 15,0.07
2005,June,Average PO4 (ppm),Site 15,0.003333333
2005,May,Average PO4 (ppm),Site 15,0.046666667
2005,December,Average PO4 (ppm),Site 13,0
2005,November,Average PO4 (ppm),Site 13,0
2005,October,Average PO4 (ppm),Site 13,0
2005,September,Average PO4 (ppm),Site 13,0.01
2005,August,Average PO4 (ppm),Site 13,0.043333333
2005,July,Average PO4 (ppm),Site 13,0.046666667
2005,June,Average PO4 (ppm),Site 13,0.01
2005,May,Average PO4 (ppm),Site 13,0
2005,December,Average PO4 (ppm),Site 12,0
2005,November,Average PO4 (ppm),Site 12,0
2005,October,Average PO4 (ppm),Site 12,0
2005,September,Average PO4 (ppm),Site 12,0
2005,August,Average PO4 (ppm),Site 12,0.003333333
2005,July,Average PO4 (ppm),Site 12,0.02
2005,June,Average PO4 (ppm),Site 12,0.016666667
2005,May,Average PO4 (ppm),Site 12,0.03
2005,December,Average PO4 (ppm),Site 11,0
2005,November,Average PO4 (ppm),Site 11,0.01
2005,October,Average PO4 (ppm),Site 11,0.016666667
2005,September,Average PO4 (ppm),Site 11,0.006666667
2005,August,Average PO4 (ppm),Site 11,0.023333333
2005,July,Average PO4 (ppm),Site 11,0.043333333
2005,June,Average PO4 (ppm),Site 11,0.03
2005,May,Average PO4 (ppm),Site 11,0.013333333
2005,December,Average PO4 (ppm),Site 10,0.71
2005,November,Average PO4 (ppm),Site 10,0.84
2005,October,Average PO4 (ppm),Site 10,1.306666667
2005,September,Average PO4 (ppm),Site 10,1.363333333
2005,August,Average PO4 (ppm),Site 10,1.42
2005,July,Average PO4 (ppm),Site 10,1.49
2005,June,Average PO4 (ppm),Site 10,0.286666667
2005,May,Average PO4 (ppm),Site 10,0.026666667
2005,December,Average PO4 (ppm),Site 09,0.653333333
2005,November,Average PO4 (ppm),Site 09,1.396666667
2005,October,Average PO4 (ppm),Site 09,3.78
2005,September,Average PO4 (ppm),Site 09,1.923333333
2005,August,Average PO4 (ppm),Site 09,1.383333333
2005,July,Average PO4 (ppm),Site 09,1.896666667
2005,June,Average PO4 (ppm),Site 09,0.183333333
2005,May,Average PO4 (ppm),Site 09,0.073333333
2005,December,Average PO4 (ppm),Site 08,0.466666667
2005,November,Average PO4 (ppm),Site 08,1.823333333
2005,October,Average PO4 (ppm),Site 08,2.073333333
2005,September,Average PO4 (ppm),Site 08,1.573333333
2005,August,Average PO4 (ppm),Site 08,1.88
2005,July,Average PO4 (ppm),Site 08,2.436666667
2005,June,Average PO4 (ppm),Site 08,0.733333333
2005,May,Average PO4 (ppm),Site 08,0.09
2005,December,Average PO4 (ppm),Site 07,0.933333333
2005,November,Average PO4 (ppm),Site 07,0.493333333
2005,October,Average PO4 (ppm),Site 07,4.013333333
2005,September,Average PO4 (ppm),Site 07,0
2005,August,Average PO4 (ppm),Site 07,2.893333333
2005,July,Average PO4 (ppm),Site 07,2.566666667
2005,June,Average PO4 (ppm),Site 07,0.466666667
2005,May,Average PO4 (ppm),Site 07,0.063333333
2005,December,Average PO4 (ppm),Site 06,0.006666667
2005,November,Average PO4 (ppm),Site 06,0.006666667
2005,October,Average PO4 (ppm),Site 06,0.006666667
2005,September,Average PO4 (ppm),Site 06,0.013333333
2005,August,Average PO4 (ppm),Site 06,0.016666667
2005,July,Average PO4 (ppm),Site 06,0.016666667
2005,June,Average PO4 (ppm),Site 06,0.02
2005,May,Average PO4 (ppm),Site 06,0.196666667
2005,December,Average PO4 (ppm),Site 05,0.093333333
2005,November,Average PO4 (ppm),Site 05,0.066666667
2005,October,Average PO4 (ppm),Site 05,0.1
2005,September,Average PO4 (ppm),Site 05,0.023333333
2005,August,Average PO4 (ppm),Site 05,0.043333333
2005,July,Average PO4 (ppm),Site 05,0.066666667
2005,June,Average PO4 (ppm),Site 05,0.04
2005,May,Average PO4 (ppm),Site 05,0.006666667
2005,December,Average PO4 (ppm),Site 04,0.42
2005,November,Average PO4 (ppm),Site 04,0.163333333
2005,October,Average PO4 (ppm),Site 04,0.106666667
2005,September,Average PO4 (ppm),Site 04,0.006666667
2005,August,Average PO4 (ppm),Site 04,0.066666667
2005,July,Average PO4 (ppm),Site 04,0.026666667
2005,June,Average PO4 (ppm),Site 04,0.013333333
2005,May,Average PO4 (ppm),Site 04,0.006666667
2005,December,Average PO4 (ppm),Site 03,0.02
2005,November,Average PO4 (ppm),Site 03,0.013333333
2005,October,Average PO4 (ppm),Site 03,0.003333333
2005,September,Average PO4 (ppm),Site 03,0
2005,August,Average PO4 (ppm),Site 03,0.023333333
2005,July,Average PO4 (ppm),Site 03,0
2005,June,Average PO4 (ppm),Site 03,0
2005,May,Average PO4 (ppm),Site 03,0.073333333
2005,December,Average PO4 (ppm),Site 02,0
2005,November,Average PO4 (ppm),Site 02,0
2005,October,Average PO4 (ppm),Site 02,0.003333333
2005,September,Average PO4 (ppm),Site 02,0.013333333
2005,August,Average PO4 (ppm),Site 02,0.003333333
2005,July,Average PO4 (ppm),Site 02,0.003333333
2005,June,Average PO4 (ppm),Site 02,0.03
2005,May,Average PO4 (ppm),Site 02,0.003333333
2005,December,Average PO4 (ppm),Site 01,0.006666667
2005,November,Average PO4 (ppm),Site 01,0.003333333
2005,October,Average PO4 (ppm),Site 01,0
2005,September,Average PO4 (ppm),Site 01,0.013333333
2005,August,Average PO4 (ppm),Site 01,0
2005,July,Average PO4 (ppm),Site 01,0
2005,June,Average PO4 (ppm),Site 01,0.006666667
2005,May,Average PO4 (ppm),Site 01,0.05
2005,December,Average Turbidity (NTU),Site 16,0.616666667
2005,November,Average Turbidity (NTU),Site 16,0.033333333
2005,October,Average Turbidity (NTU),Site 16,0.256666667
2005,September,Average Turbidity (NTU),Site 16,0.716666667
2005,August,Average Turbidity (NTU),Site 16,0.466666667
2005,July,Average Turbidity (NTU),Site 16,1
2005,June,Average Turbidity (NTU),Site 16,2.666666666
2005,December,Average Turbidity (NTU),Site 15,1.866666667
2005,November,Average Turbidity (NTU),Site 15,0.046666667
2005,October,Average Turbidity (NTU),Site 15,1.733333333
2005,September,Average Turbidity (NTU),Site 15,0.903333333
2005,August,Average Turbidity (NTU),Site 15,0.783333333
2005,July,Average Turbidity (NTU),Site 15,0.683333333
2005,June,Average Turbidity (NTU),Site 15,0.866666667
2005,May,Average Turbidity (NTU),Site 15,3.266666667
2005,December,Average Turbidity (NTU),Site 13,0.956666667
2005,November,Average Turbidity (NTU),Site 13,0
2005,October,Average Turbidity (NTU),Site 13,1.533333333
2005,September,Average Turbidity (NTU),Site 13,1
2005,August,Average Turbidity (NTU),Site 13,1
2005,July,Average Turbidity (NTU),Site 13,1.2
2005,June,Average Turbidity (NTU),Site 13,1.633333333
2005,May,Average Turbidity (NTU),Site 13,1.333333333
2005,December,Average Turbidity (NTU),Site 12,0.616666667
2005,November,Average Turbidity (NTU),Site 12,0.416666667
2005,October,Average Turbidity (NTU),Site 12,0.483333333
2005,September,Average Turbidity (NTU),Site 12,1.6
2005,August,Average Turbidity (NTU),Site 12,0.796666667
2005,July,Average Turbidity (NTU),Site 12,5.166666667
2005,June,Average Turbidity (NTU),Site 12,3.7
2005,May,Average Turbidity (NTU),Site 12,30.23333333
2005,December,Average Turbidity (NTU),Site 11,0.616666667
2005,November,Average Turbidity (NTU),Site 11,0.016666667
2005,October,Average Turbidity (NTU),Site 11,1.166666667
2005,September,Average Turbidity (NTU),Site 11,0.843333333
2005,August,Average Turbidity (NTU),Site 11,0.533333333
2005,July,Average Turbidity (NTU),Site 11,0.816666667
2005,June,Average Turbidity (NTU),Site 11,3.166666667
2005,May,Average Turbidity (NTU),Site 11,18
2005,December,Average Turbidity (NTU),Site 10,1.866666667
2005,November,Average Turbidity (NTU),Site 10,0.083333333
2005,October,Average Turbidity (NTU),Site 10,0.483333333
2005,September,Average Turbidity (NTU),Site 10,0.283333333
2005,August,Average Turbidity (NTU),Site 10,0.323333333
2005,July,Average Turbidity (NTU),Site 10,0.4
2005,June,Average Turbidity (NTU),Site 10,0.716666667
2005,May,Average Turbidity (NTU),Site 10,2.3
2005,December,Average Turbidity (NTU),Site 09,1.956666667
2005,November,Average Turbidity (NTU),Site 09,0.333333333
2005,October,Average Turbidity (NTU),Site 09,0.333333333
2005,September,Average Turbidity (NTU),Site 09,0.4
2005,August,Average Turbidity (NTU),Site 09,0.35
2005,July,Average Turbidity (NTU),Site 09,0.183333333
2005,June,Average Turbidity (NTU),Site 09,0.8
2005,May,Average Turbidity (NTU),Site 09,2.266666667
2005,December,Average Turbidity (NTU),Site 08,2.433333333
2005,November,Average Turbidity (NTU),Site 08,0.116666667
2005,October,Average Turbidity (NTU),Site 08,1.3
2005,September,Average Turbidity (NTU),Site 08,0.666666667
2005,August,Average Turbidity (NTU),Site 08,0.066666667
2005,July,Average Turbidity (NTU),Site 08,0.383333333
2005,June,Average Turbidity (NTU),Site 08,0.45
2005,May,Average Turbidity (NTU),Site 08,1.933333333
2005,December,Average Turbidity (NTU),Site 07,3.5
2005,November,Average Turbidity (NTU),Site 07,1.633333333
2005,October,Average Turbidity (NTU),Site 07,0.416666667
2005,September,Average Turbidity (NTU),Site 07,2.6
2005,August,Average Turbidity (NTU),Site 07,1.05
2005,July,Average Turbidity (NTU),Site 07,0.533333333
2005,June,Average Turbidity (NTU),Site 07,0.683333333
2005,May,Average Turbidity (NTU),Site 07,1.75
2005,December,Average Turbidity (NTU),Site 06,1
2005,November,Average Turbidity (NTU),Site 06,0.05
2005,October,Average Turbidity (NTU),Site 06,0
2005,September,Average Turbidity (NTU),Site 06,0.05
2005,August,Average Turbidity (NTU),Site 06,0.346666667
2005,July,Average Turbidity (NTU),Site 06,0.483333333
2005,June,Average Turbidity (NTU),Site 06,0.65
2005,May,Average Turbidity (NTU),Site 06,3.233333333
2005,December,Average Turbidity (NTU),Site 05,0.833333333
2005,November,Average Turbidity (NTU),Site 05,
2005,October,Average Turbidity (NTU),Site 05,0.233333333
2005,September,Average Turbidity (NTU),Site 05,0.433333333
2005,August,Average Turbidity (NTU),Site 05,0.566666667
2005,July,Average Turbidity (NTU),Site 05,1.016666667
2005,June,Average Turbidity (NTU),Site 05,0.783333333
2005,May,Average Turbidity (NTU),Site 05,9.166666667
2005,December,Average Turbidity (NTU),Site 04,2.1
2005,November,Average Turbidity (NTU),Site 04,0.866666667
2005,October,Average Turbidity (NTU),Site 04,0.233333333
2005,September,Average Turbidity (NTU),Site 04,0.453333333
2005,August,Average Turbidity (NTU),Site 04,0.733333333
2005,July,Average Turbidity (NTU),Site 04,0.766666667
2005,June,Average Turbidity (NTU),Site 04,0.466666667
2005,May,Average Turbidity (NTU),Site 04,2.5
2005,December,Average Turbidity (NTU),Site 03,0.916666667
2005,November,Average Turbidity (NTU),Site 03,0.825
2005,October,Average Turbidity (NTU),Site 03,0.5
2005,September,Average Turbidity (NTU),Site 03,0.65
2005,August,Average Turbidity (NTU),Site 03,0.6
2005,July,Average Turbidity (NTU),Site 03,1.016666667
2005,June,Average Turbidity (NTU),Site 03,0.916666667
2005,May,Average Turbidity (NTU),Site 03,3.6
2005,December,Average Turbidity (NTU),Site 02,0.41
2005,November,Average Turbidity (NTU),Site 02,0
2005,October,Average Turbidity (NTU),Site 02,0.216666667
2005,September,Average Turbidity (NTU),Site 02,0.4
2005,August,Average Turbidity (NTU),Site 02,0.286666667
2005,July,Average Turbidity (NTU),Site 02,0.15
2005,June,Average Turbidity (NTU),Site 02,0.2
2005,May,Average Turbidity (NTU),Site 02,7.966666667
2005,December,Average Turbidity (NTU),Site 01,0
2005,November,Average Turbidity (NTU),Site 01,
2005,October,Average Turbidity (NTU),Site 01,0.133333333
2005,September,Average Turbidity (NTU),Site 01,0
2005,August,Average Turbidity (NTU),Site 01,0
2005,July,Average Turbidity (NTU),Site 01,0.183333333
2005,June,Average Turbidity (NTU),Site 01,0.45
2005,May,Average Turbidity (NTU),Site 01,5.066666667
2005,December,Average pH,Site 16,8
2005,November,Average pH,Site 16,7.533333333
2005,October,Average pH,Site 16,6.933333333
2005,September,Average pH,Site 16,7.7
2005,August,Average pH,Site 16,7.2
2005,July,Average pH,Site 16,7.623333333
2005,June,Average pH,Site 16,16.666666666
2005,December,Average pH,Site 15,6.933333333
2005,November,Average pH,Site 15,7.566666667
2005,October,Average pH,Site 15,6.9
2005,September,Average pH,Site 15,7.416666667
2005,August,Average pH,Site 15,6.9
2005,July,Average pH,Site 15,7.383333333
2005,June,Average pH,Site 15,6.366666667
2005,May,Average pH,Site 15,6.666666667
2005,December,Average pH,Site 13,6
2005,November,Average pH,Site 13,6.8
2005,October,Average pH,Site 13,5.733333333
2005,September,Average pH,Site 13,5.6
2005,August,Average pH,Site 13,5.666666667
2005,July,Average pH,Site 13,5.8
2005,June,Average pH,Site 13,6.576666667
2005,May,Average pH,Site 13,5.8
2005,December,Average pH,Site 12,7.2
2005,November,Average pH,Site 12,5.933333333
2005,October,Average pH,Site 12,6.7
2005,September,Average pH,Site 12,5.466666667
2005,August,Average pH,Site 12,6.816666667
2005,July,Average pH,Site 12,6.703333333
2005,June,Average pH,Site 12,6.133333333
2005,May,Average pH,Site 12,5.2
2005,December,Average pH,Site 11,5.866666667
2005,November,Average pH,Site 11,6.3
2005,October,Average pH,Site 11,6.066666667
2005,September,Average pH,Site 11,6.566666667
2005,August,Average pH,Site 11,5.833333333
2005,July,Average pH,Site 11,6.2
2005,June,Average pH,Site 11,6.423333333
2005,May,Average pH,Site 11,6.4
2005,December,Average pH,Site 10,7.753333333
2005,November,Average pH,Site 10,6.7
2005,October,Average pH,Site 10,7.3
2005,September,Average pH,Site 10,8.133333333
2005,August,Average pH,Site 10,7.263333333
2005,July,Average pH,Site 10,7.596666667
2005,June,Average pH,Site 10,7.766666667
2005,May,Average pH,Site 10,6.866666667
2005,December,Average pH,Site 09,7.85
2005,November,Average pH,Site 09,7.333333333
2005,October,Average pH,Site 09,7.8
2005,September,Average pH,Site 09,7.966666667
2005,August,Average pH,Site 09,7.843333333
2005,July,Average pH,Site 09,8.05
2005,June,Average pH,Site 09,8.193333333
2005,May,Average pH,Site 09,7.266666667
2005,December,Average pH,Site 08,8.6
2005,November,Average pH,Site 08,8.1
2005,October,Average pH,Site 08,7.566666667
2005,September,Average pH,Site 08,8.166666667
